session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd,cart_to_view_ratio,satisfaction_score,predicted_session_value,customer_segment
1205,2023-01-14,0,0,4,2,7,5.93,1,0,0.0,0.125,2.3663208300079805,33.81567816697393,2
1206,2023-04-26,0,1,1,3,9,5.45,0,0,0.0,0.0,2.174780526735834,43.47730050039505,0
1207,2023-10-02,0,1,4,2,9,8.25,0,0,0.0,0.0,3.2920989624900243,43.47730050039505,2
1208,2024-07-20,5,0,4,4,4,6.21,0,0,0.0,0.0,2.4780526735834,19.323244666842246,2
1209,2023-02-02,0,2,0,4,7,5.46,1,0,0.0,0.125,2.1787709497206706,33.81567816697393,0
1210,2023-05-08,2,0,5,0,6,2.82,0,1,103.58,0.0,6.125299281723863,28.98486700026337,1
1211,2023-07-10,4,1,1,4,6,6.27,0,0,0.0,0.0,2.501995211492418,28.98486700026337,2
1212,2023-08-29,0,2,4,0,10,1.21,0,1,77.54,0.0,5.482841181165203,48.308111667105614,0
1213,2024-02-11,1,1,2,5,4,5.87,1,1,45.99,0.2,7.342378292098963,19.323244666842246,1
1214,2024-12-06,0,0,4,1,6,2.0,1,1,37.86,0.14285714285714285,5.7980845969672785,28.98486700026337,0
1215,2023-05-18,1,2,5,4,7,5.5,0,0,0.0,0.0,2.194732641660016,33.81567816697393,0
1216,2023-08-19,0,1,1,2,8,7.8,1,0,0.0,0.1111111111111111,3.1125299281723864,38.64648933368449,2
1217,2024-01-19,4,0,0,4,7,3.98,0,0,0.0,0.0,1.5881883479648842,33.81567816697393,0
1218,2024-08-21,4,0,0,1,6,5.86,0,0,0.0,0.0,2.3383878691141264,28.98486700026337,2
1219,2023-01-15,0,0,3,3,5,4.1,0,0,0.0,0.0,1.6360734237829209,24.154055833552807,0
1220,2024-11-28,1,1,2,5,6,5.11,1,1,98.75,0.14285714285714285,7.039106145251397,28.98486700026337,1
1221,2023-03-18,2,2,5,1,8,2.29,1,0,0.0,0.1111111111111111,0.913806863527534,38.64648933368449,0
1222,2023-07-22,5,2,2,1,7,3.25,0,0,0.0,0.0,1.2968874700718278,33.81567816697393,0
1223,2024-01-16,2,0,5,0,10,5.14,1,0,0.0,0.09090909090909091,2.051077414205906,48.308111667105614,0
1224,2023-06-11,2,0,0,2,6,5.08,0,1,97.75,0.0,7.027134876296888,28.98486700026337,1
1225,2024-10-24,1,2,4,3,6,2.67,1,0,0.0,0.14285714285714285,1.065442936951317,28.98486700026337,0
1226,2024-08-10,4,2,0,3,4,8.11,1,0,0.0,0.2,3.2362330407023143,19.323244666842246,2
1227,2023-04-22,0,2,0,0,4,7.89,1,0,0.0,0.2,3.1484437350359142,19.323244666842246,2
1228,2023-03-23,0,0,4,4,3,5.41,0,0,0.0,0.0,2.158818834796489,14.492433500131686,0
1229,2023-11-03,5,2,4,3,5,5.81,1,1,57.92,0.16666666666666666,7.318435754189944,24.154055833552807,1
1230,2024-04-01,4,1,1,3,6,6.39,1,0,0.0,0.14285714285714285,2.549880287310455,28.98486700026337,2
1231,2024-09-24,0,0,0,5,8,3.98,0,0,0.0,0.0,1.5881883479648842,38.64648933368449,0
1232,2024-05-03,5,2,5,1,5,6.17,0,0,0.0,0.0,2.4620909816440544,24.154055833552807,2
1233,2024-08-20,3,1,5,3,6,8.28,0,0,0.0,0.0,3.304070231444533,28.98486700026337,2
1234,2023-12-12,0,0,1,4,5,7.65,1,0,0.0,0.16666666666666666,3.052673583399841,24.154055833552807,2
1235,2023-03-30,4,0,4,4,8,8.24,0,0,0.0,0.0,3.288108539505188,38.64648933368449,2
1236,2024-04-21,2,1,1,2,7,8.65,0,1,9.94,0.0,8.45171588188348,33.81567816697393,1
1237,2023-02-18,0,2,4,5,7,9.74,1,0,0.0,0.125,3.8866719872306463,33.81567816697393,2
1238,2024-10-08,3,0,3,5,7,6.58,1,0,0.0,0.125,2.6256983240223466,33.81567816697393,2
1239,2023-06-25,3,2,1,5,4,7.52,1,0,0.0,0.2,3.0007980845969673,19.323244666842246,2
1240,2024-06-10,4,0,2,3,8,1.49,1,1,61.84,0.1111111111111111,5.5945730247406225,38.64648933368449,0
1241,2023-09-02,5,1,5,0,9,4.79,0,0,0.0,0.0,1.9114126097366322,43.47730050039505,0
1242,2023-10-19,1,0,3,4,6,9.13,1,0,0.0,0.14285714285714285,3.6432561851556273,28.98486700026337,2
1243,2023-06-13,0,1,2,0,2,5.84,0,1,119.78,0.0,7.330407023144454,9.661622333421123,1
1244,2024-05-15,4,2,3,4,9,4.55,1,0,0.0,0.1,1.8156424581005588,43.47730050039505,0
1245,2024-04-13,0,1,2,0,11,5.37,1,0,0.0,0.08333333333333333,2.1428571428571432,53.138922833816174,0
1246,2023-11-30,4,1,3,5,4,5.92,1,0,0.0,0.2,2.3623304070231446,19.323244666842246,2
1247,2024-08-04,5,0,2,3,2,2.64,1,0,0.0,0.3333333333333333,1.0534716679968077,9.661622333421123,0
1248,2024-06-30,1,0,0,0,8,3.64,1,0,0.0,0.1111111111111111,1.452513966480447,38.64648933368449,0
1249,2023-04-13,2,0,1,0,6,5.61,1,0,0.0,0.14285714285714285,2.2386272944932166,28.98486700026337,0
1250,2023-11-22,3,1,4,3,6,8.24,0,0,0.0,0.0,3.288108539505188,28.98486700026337,2
1251,2023-09-02,0,0,2,4,7,5.61,0,0,0.0,0.0,2.2386272944932166,33.81567816697393,0
1252,2023-11-20,1,1,2,1,9,5.13,0,0,0.0,0.0,2.0470869912210694,43.47730050039505,0
1253,2024-03-31,3,2,0,3,5,5.0,0,1,141.36,0.0,6.995211492418196,24.154055833552807,1
1254,2024-02-07,5,2,5,4,5,6.36,1,1,83.48,0.16666666666666666,7.537909018355946,24.154055833552807,1
1255,2023-10-04,5,1,1,5,5,5.48,1,0,0.0,0.16666666666666666,2.1867517956903435,24.154055833552807,0
1256,2023-06-29,1,0,3,2,6,4.88,1,0,0.0,0.14285714285714285,1.9473264166001596,28.98486700026337,0
1257,2023-06-09,3,0,5,0,4,7.23,1,1,58.07,0.2,7.885075818036712,19.323244666842246,1
1258,2024-04-10,0,2,4,5,7,2.02,1,1,31.28,0.125,5.806065442936951,33.81567816697393,0
1259,2023-12-24,4,0,0,3,4,6.4,1,0,0.0,0.2,2.553870710295292,19.323244666842246,2
1260,2023-11-17,4,0,5,3,4,7.85,0,0,0.0,0.0,3.1324820430965685,19.323244666842246,2
1261,2023-10-21,5,0,2,3,7,9.21,0,0,0.0,0.0,3.6751795690343183,33.81567816697393,2
1262,2024-03-18,5,2,3,3,7,5.39,0,0,0.0,0.0,2.1508379888268156,33.81567816697393,0
1263,2023-05-03,0,1,4,5,8,5.9,0,0,0.0,0.0,2.354349561053472,38.64648933368449,2
1264,2024-11-24,5,1,5,1,9,10.36,1,1,49.49,0.1,9.134078212290504,43.47730050039505,1
1265,2023-01-02,0,1,1,1,7,8.29,1,1,262.22,0.125,8.308060654429369,33.81567816697393,1
1266,2023-10-06,4,2,4,2,5,8.11,0,0,0.0,0.0,3.2362330407023143,24.154055833552807,2
1267,2024-05-23,1,1,0,2,10,5.84,1,1,53.75,0.09090909090909091,7.330407023144454,48.308111667105614,1
1268,2023-09-26,0,1,2,1,8,6.24,1,0,0.0,0.1111111111111111,2.4900239425379094,38.64648933368449,2
1269,2023-04-16,3,0,1,0,7,5.59,1,1,138.54,0.125,7.230646448523544,33.81567816697393,1
1270,2024-04-07,3,2,5,0,7,4.89,1,1,40.41,0.125,6.951316839584996,33.81567816697393,1
1271,2023-12-18,0,1,3,1,9,4.75,0,1,23.68,0.0,6.8954509177972865,43.47730050039505,1
1272,2023-06-19,0,2,2,4,6,6.47,1,0,0.0,0.14285714285714285,2.5818036711891463,28.98486700026337,2
1273,2024-03-01,2,2,2,1,5,4.75,1,1,34.67,0.16666666666666666,6.8954509177972865,24.154055833552807,1
1274,2023-07-07,1,0,4,5,4,8.2,0,0,0.0,0.0,3.2721468475658417,19.323244666842246,2
1275,2024-10-18,0,1,1,2,5,4.36,0,1,180.84,0.0,6.7398244213886676,24.154055833552807,1
1276,2023-03-06,1,2,4,2,8,3.32,0,0,0.0,0.0,1.3248204309656826,38.64648933368449,0
1277,2023-03-30,4,1,2,0,5,4.23,1,1,71.04,0.16666666666666666,6.687948922585795,24.154055833552807,1
1278,2024-03-25,5,2,3,4,3,6.95,0,0,0.0,0.0,2.773343974461293,14.492433500131686,2
1279,2024-01-28,1,1,5,1,4,6.44,0,0,0.0,0.0,2.569832402234637,19.323244666842246,2
1280,2024-09-08,2,0,3,2,6,5.46,0,0,0.0,0.0,2.1787709497206706,28.98486700026337,0
1281,2023-01-29,1,0,3,1,4,5.4,1,0,0.0,0.2,2.1548284118116525,19.323244666842246,0
1282,2024-06-26,2,0,3,2,9,5.32,0,0,0.0,0.0,2.122905027932961,43.47730050039505,0
1283,2024-10-18,3,2,2,2,4,4.78,0,0,0.0,0.0,1.907422186751796,19.323244666842246,0
1284,2024-07-06,1,2,1,3,6,7.19,0,0,0.0,0.0,2.869114126097367,28.98486700026337,2
1285,2023-04-30,3,2,2,1,4,7.43,0,0,0.0,0.0,2.96488427773344,19.323244666842246,2
1286,2023-12-29,0,1,5,1,5,2.34,0,0,0.0,0.0,0.9337589784517158,24.154055833552807,0
1287,2024-06-01,5,0,5,4,6,7.27,1,1,26.47,0.14285714285714285,7.9010375099760575,28.98486700026337,1
1288,2024-02-24,2,1,2,3,6,7.5,1,1,40.68,0.14285714285714285,7.992817238627294,28.98486700026337,1
1289,2023-08-20,3,0,5,1,5,3.36,0,0,0.0,0.0,1.3407821229050279,24.154055833552807,0
1290,2024-08-03,4,0,0,2,6,6.72,0,1,21.59,0.0,7.681564245810056,28.98486700026337,1
1291,2024-06-26,3,1,2,3,4,9.63,1,0,0.0,0.2,3.8427773343974465,19.323244666842246,2
1292,2024-11-11,0,2,3,4,7,5.02,0,0,0.0,0.0,2.003192338387869,33.81567816697393,0
1293,2024-08-12,4,0,4,4,4,5.47,1,1,48.45,0.2,7.182761372705507,19.323244666842246,1
1294,2024-04-13,0,1,5,4,8,6.4,0,0,0.0,0.0,2.553870710295292,38.64648933368449,2
1295,2023-04-01,5,1,1,0,4,7.7,1,0,0.0,0.2,3.0726256983240225,19.323244666842246,2
1296,2024-01-02,2,0,1,1,2,7.59,0,0,0.0,0.0,3.0287310454908223,9.661622333421123,2
1297,2023-08-04,2,0,0,3,7,7.74,0,0,0.0,0.0,3.0885873902633683,33.81567816697393,2
1298,2024-02-03,3,1,0,1,8,9.69,0,1,175.16,0.0,8.866719872306465,38.64648933368449,1
1299,2023-03-28,3,1,2,0,9,5.87,1,0,0.0,0.1,2.342378292098963,43.47730050039505,2
1300,2024-12-28,1,0,4,1,7,3.48,0,0,0.0,0.0,1.3886671987230648,33.81567816697393,0
1301,2024-03-28,2,1,4,0,8,6.1,0,0,0.0,0.0,2.4341580207501994,38.64648933368449,2
1302,2023-01-29,4,2,2,1,6,8.87,1,0,0.0,0.14285714285714285,3.53950518754988,28.98486700026337,2
1303,2023-10-28,0,1,1,0,3,8.24,1,0,0.0,0.25,3.288108539505188,14.492433500131686,2
1304,2023-12-11,3,0,1,2,12,3.39,0,1,76.74,0.0,6.352753391859537,57.96973400052674,1
1305,2024-09-14,3,0,0,4,7,7.69,1,0,0.0,0.125,3.068635275339186,33.81567816697393,2
1306,2024-08-26,3,2,0,5,6,4.12,1,1,7.57,0.14285714285714285,6.644054269752594,28.98486700026337,1
1307,2023-09-15,0,2,0,5,6,3.23,1,0,0.0,0.14285714285714285,1.288906624102155,28.98486700026337,0
1308,2024-01-15,5,2,5,5,5,5.69,0,0,0.0,0.0,2.2705506783719076,24.154055833552807,0
1309,2023-02-02,1,2,0,5,8,6.18,1,0,0.0,0.1111111111111111,2.466081404628891,38.64648933368449,2
1310,2024-12-21,3,0,0,1,5,3.96,0,0,0.0,0.0,1.5802075019952118,24.154055833552807,0
1311,2024-04-27,5,0,5,1,8,5.24,0,0,0.0,0.0,2.09098164405427,38.64648933368449,0
1312,2023-07-30,0,2,1,3,9,5.28,0,0,0.0,0.0,2.1069433359936154,43.47730050039505,0
1313,2023-02-12,1,2,2,2,2,6.36,0,0,0.0,0.0,2.537909018355946,9.661622333421123,2
1314,2023-07-23,0,1,4,0,6,4.49,0,0,0.0,0.0,1.7916999201915405,28.98486700026337,0
1315,2023-10-26,2,1,2,0,9,6.31,0,0,0.0,0.0,2.517956903431764,43.47730050039505,2
1316,2024-07-01,4,1,5,4,3,6.9,1,0,0.0,0.25,2.753391859537111,14.492433500131686,2
1317,2024-06-12,3,2,3,5,6,4.82,0,0,0.0,0.0,1.9233838786911415,28.98486700026337,0
1318,2024-10-20,0,0,1,3,3,5.05,0,0,0.0,0.0,2.0151636073423784,14.492433500131686,0
1319,2024-05-22,3,0,1,5,12,4.7,0,1,24.11,0.0,6.875498802873105,57.96973400052674,1
1320,2024-05-07,2,1,1,0,6,6.53,0,0,0.0,0.0,2.605746209098165,28.98486700026337,2
1321,2023-03-03,4,1,1,1,9,5.74,1,0,0.0,0.1,2.2905027932960893,43.47730050039505,0
1322,2024-02-24,0,1,2,0,6,4.39,0,0,0.0,0.0,1.7517956903431764,28.98486700026337,0
1323,2024-02-01,2,1,4,5,4,5.9,1,0,0.0,0.2,2.354349561053472,19.323244666842246,2
1324,2024-05-14,3,1,4,5,6,3.27,1,1,116.81,0.14285714285714285,6.3048683160415,28.98486700026337,1
1325,2023-06-16,0,0,4,5,3,4.49,0,0,0.0,0.0,1.7916999201915405,14.492433500131686,0
1326,2023-03-08,5,2,0,0,5,5.8,1,0,0.0,0.16666666666666666,2.314445331205108,24.154055833552807,0
1327,2023-07-21,4,0,2,3,7,3.33,1,1,148.67,0.125,6.328810853950519,33.81567816697393,1
1328,2024-10-30,2,0,4,5,7,5.06,0,0,0.0,0.0,2.0191540303272144,33.81567816697393,0
1329,2024-01-18,1,0,0,1,8,5.36,1,1,52.97,0.1111111111111111,7.138866719872307,38.64648933368449,1
1330,2023-11-04,4,2,1,2,8,4.73,1,0,0.0,0.1111111111111111,1.887470071827614,38.64648933368449,0
1331,2023-05-03,3,2,3,2,12,7.59,1,1,117.54,0.07692307692307693,8.028731045490822,57.96973400052674,1
1332,2023-03-07,4,0,0,4,7,6.09,0,0,0.0,0.0,2.430167597765363,33.81567816697393,2
1333,2024-01-26,1,2,5,1,5,6.14,0,1,271.87,0.0,7.4501197126895455,24.154055833552807,1
1334,2023-04-22,3,1,3,0,6,5.08,0,0,0.0,0.0,2.0271348762968877,28.98486700026337,0
1335,2023-08-26,5,2,0,1,9,2.77,1,0,0.0,0.1,1.1053471667996808,43.47730050039505,0
1336,2024-04-01,2,1,5,5,5,3.29,0,0,0.0,0.0,1.3128491620111733,24.154055833552807,0
1337,2024-02-27,5,1,2,0,4,5.85,1,0,0.0,0.2,2.3343974461292896,19.323244666842246,2
1338,2023-08-30,5,0,3,1,9,6.02,1,0,0.0,0.1,2.4022346368715084,43.47730050039505,2
1339,2024-04-23,4,1,1,2,5,3.67,1,0,0.0,0.16666666666666666,1.464485235434956,24.154055833552807,0
1340,2024-08-07,0,2,4,2,4,7.21,1,0,0.0,0.2,2.877094972067039,19.323244666842246,2
1341,2024-08-17,2,0,0,5,8,5.44,0,0,0.0,0.0,2.170790103750998,38.64648933368449,0
1342,2024-11-22,1,1,1,2,7,3.5,0,0,0.0,0.0,1.3966480446927376,33.81567816697393,0
1343,2023-09-18,1,2,2,5,7,4.64,0,0,0.0,0.0,1.8515562649640862,33.81567816697393,0
1344,2023-01-08,2,2,1,5,6,7.99,0,0,0.0,0.0,3.1883479648842776,28.98486700026337,2
1345,2024-05-26,5,2,4,3,8,5.32,0,1,161.36,0.0,7.122905027932961,38.64648933368449,1
1346,2023-10-31,0,1,2,0,9,1.0,0,0,0.0,0.0,0.39904229848363926,43.47730050039505,0
1347,2023-09-12,0,2,4,4,7,6.7,1,0,0.0,0.125,2.6735833998403837,33.81567816697393,2
1348,2024-03-09,1,0,1,5,5,5.0,1,1,12.29,0.16666666666666666,6.995211492418196,24.154055833552807,1
1349,2023-07-29,0,1,5,0,10,8.22,1,1,49.13,0.09090909090909091,8.280127693535515,48.308111667105614,1
1350,2023-05-19,4,0,1,3,7,5.04,1,1,145.38,0.125,7.011173184357542,33.81567816697393,1
1351,2024-03-18,5,0,4,1,6,8.58,0,1,89.74,0.0,8.423782920989625,28.98486700026337,1
1352,2024-06-02,0,2,5,1,9,7.02,1,1,51.91,0.1,7.801276935355148,43.47730050039505,1
1353,2023-03-17,1,0,0,1,5,7.57,1,0,0.0,0.16666666666666666,3.0207501995211494,24.154055833552807,2
1354,2024-12-19,1,2,3,3,5,9.31,1,0,0.0,0.16666666666666666,3.7150837988826817,24.154055833552807,2
1355,2024-03-17,5,2,0,4,9,4.49,1,0,0.0,0.1,1.7916999201915405,43.47730050039505,0
1356,2024-03-03,0,0,0,3,10,6.24,0,0,0.0,0.0,2.4900239425379094,48.308111667105614,2
1357,2023-03-24,0,2,3,5,6,3.77,0,0,0.0,0.0,1.50438946528332,28.98486700026337,0
1358,2024-12-06,1,2,0,4,4,3.69,1,1,140.75,0.2,6.472466081404629,19.323244666842246,1
1359,2024-02-10,0,1,5,5,8,4.51,0,0,0.0,0.0,1.799680766161213,38.64648933368449,0
1360,2023-08-12,2,2,4,1,6,5.2,0,0,0.0,0.0,2.0750199521149244,28.98486700026337,0
1361,2024-12-15,0,0,0,1,3,6.15,0,0,0.0,0.0,2.4541101356743815,14.492433500131686,2
1362,2023-10-29,1,0,1,2,7,4.71,0,0,0.0,0.0,1.879489225857941,33.81567816697393,0
1363,2023-11-24,1,1,2,0,8,6.92,0,0,0.0,0.0,2.761372705506784,38.64648933368449,2
1364,2023-04-29,5,1,0,2,4,9.92,1,1,103.04,0.2,8.958499600957701,19.323244666842246,1
1365,2023-05-06,5,0,3,4,5,5.14,0,0,0.0,0.0,2.051077414205906,24.154055833552807,0
1366,2023-11-22,0,0,3,2,7,2.06,1,0,0.0,0.125,0.822027134876297,33.81567816697393,0
1367,2024-08-29,0,0,3,5,5,8.65,0,1,30.5,0.0,8.45171588188348,24.154055833552807,1
1368,2023-11-11,3,0,1,2,10,7.81,0,0,0.0,0.0,3.116520351157223,48.308111667105614,2
1369,2023-09-22,1,2,0,5,7,9.1,1,1,39.2,0.125,8.631284916201118,33.81567816697393,1
1370,2024-05-10,5,2,0,5,3,4.08,0,0,0.0,0.0,1.6280925778132482,14.492433500131686,0
1371,2023-04-28,2,1,4,1,7,6.62,0,0,0.0,0.0,2.6416600159616923,33.81567816697393,2
1372,2023-12-14,4,2,0,2,9,5.83,1,0,0.0,0.1,2.326416600159617,43.47730050039505,2
1373,2024-04-22,2,0,1,1,10,7.49,1,0,0.0,0.09090909090909091,2.9888268156424584,48.308111667105614,2
1374,2023-07-14,4,2,2,2,9,7.64,1,0,0.0,0.1,3.048683160415004,43.47730050039505,2
1375,2023-10-05,0,0,3,5,4,9.42,1,1,140.35,0.2,8.758978451715882,19.323244666842246,1
1376,2024-12-21,2,1,0,1,6,4.48,1,1,86.63,0.14285714285714285,6.787709497206704,28.98486700026337,1
1377,2024-05-18,0,2,5,5,5,3.33,0,0,0.0,0.0,1.328810853950519,24.154055833552807,0
1378,2024-03-15,1,2,4,3,3,6.13,0,0,0.0,0.0,2.4461292897047087,14.492433500131686,2
1379,2023-12-24,0,1,5,0,4,4.49,1,0,0.0,0.2,1.7916999201915405,19.323244666842246,0
1380,2023-02-03,5,2,2,3,4,6.6,1,1,12.51,0.2,7.6336791699920195,19.323244666842246,1
1381,2023-05-23,5,2,4,2,7,5.36,0,0,0.0,0.0,2.138866719872307,33.81567816697393,0
1382,2024-05-22,2,1,1,4,5,6.1,0,1,101.26,0.0,7.4341580207502,24.154055833552807,1
1383,2024-10-29,1,0,3,3,10,6.93,0,0,0.0,0.0,2.7653631284916202,48.308111667105614,2
1384,2023-03-09,1,0,2,4,11,5.51,1,0,0.0,0.08333333333333333,2.1987230646448523,53.138922833816174,0
1385,2023-08-17,2,2,3,2,11,4.32,0,0,0.0,0.0,1.7238627294493218,53.138922833816174,0
1386,2023-03-27,5,0,4,2,12,8.86,1,0,0.0,0.07692307692307693,3.5355147645650438,57.96973400052674,2
1387,2023-07-23,0,2,0,4,7,4.88,1,1,119.28,0.125,6.947326416600159,33.81567816697393,1
1388,2024-03-08,2,2,4,4,4,3.64,1,1,217.96,0.2,6.452513966480447,19.323244666842246,1
1389,2023-02-10,3,2,5,5,5,6.21,0,0,0.0,0.0,2.4780526735834,24.154055833552807,2
1390,2023-02-11,5,1,4,2,6,6.38,1,0,0.0,0.14285714285714285,2.5458898643256185,28.98486700026337,2
1391,2023-06-10,1,1,1,5,5,7.47,0,0,0.0,0.0,2.980845969672785,24.154055833552807,2
1392,2024-12-29,1,0,2,4,7,5.86,1,0,0.0,0.125,2.3383878691141264,33.81567816697393,2
1393,2024-08-01,5,1,0,4,3,7.97,0,0,0.0,0.0,3.1803671189146048,14.492433500131686,2
1394,2023-07-16,4,0,5,3,4,3.99,1,1,85.16,0.2,6.592178770949721,19.323244666842246,1
1395,2024-07-09,1,2,1,5,4,4.8,0,0,0.0,0.0,1.9154030327214686,19.323244666842246,0
1396,2023-05-06,0,1,2,1,6,5.55,0,0,0.0,0.0,2.214684756584198,28.98486700026337,0
1397,2023-01-18,4,0,3,1,7,9.82,0,0,0.0,0.0,3.9185953711093378,33.81567816697393,2
1398,2023-08-19,1,2,3,2,5,7.33,0,0,0.0,0.0,2.924980047885076,24.154055833552807,2
1399,2023-04-23,0,0,1,2,5,7.15,1,1,44.14,0.16666666666666666,7.853152434158021,24.154055833552807,1
1400,2024-01-17,2,0,4,1,4,3.58,1,1,38.8,0.2,6.428571428571429,19.323244666842246,1
1401,2023-06-10,4,1,4,4,5,5.25,0,0,0.0,0.0,2.094972067039106,24.154055833552807,0
1402,2024-05-20,1,2,1,0,6,6.52,1,0,0.0,0.14285714285714285,2.601755786113328,28.98486700026337,2
1403,2023-01-12,3,0,0,3,8,3.75,1,0,0.0,0.1111111111111111,1.4964086193136472,38.64648933368449,0
1404,2023-04-28,4,2,2,2,5,7.61,0,1,128.87,0.0,8.036711891460495,24.154055833552807,1
1405,2023-08-31,5,2,4,2,4,5.37,1,1,21.85,0.2,7.142857142857143,19.323244666842246,1
1406,2023-08-12,0,1,3,1,5,4.02,1,0,0.0,0.16666666666666666,1.6041500399042297,24.154055833552807,0
1407,2023-05-05,0,1,0,0,4,2.25,1,1,105.42,0.2,5.897845171588188,19.323244666842246,1
1408,2024-12-28,3,1,4,1,7,1.0,1,1,52.3,0.125,5.399042298483639,33.81567816697393,0
1409,2024-08-10,0,0,0,2,7,5.55,0,1,50.2,0.0,7.214684756584198,33.81567816697393,1
1410,2024-06-04,0,2,3,2,2,8.06,1,0,0.0,0.3333333333333333,3.2162809257781326,9.661622333421123,2
1411,2023-02-22,2,2,5,2,14,5.06,1,1,27.18,0.06666666666666667,7.019154030327215,67.63135633394786,1
1412,2023-11-05,3,1,2,3,8,5.21,1,1,23.75,0.1111111111111111,7.079010375099761,38.64648933368449,1
1413,2023-02-13,4,2,2,5,5,10.9,0,1,61.1,0.0,9.349561053471668,24.154055833552807,1
1414,2023-06-05,5,0,1,0,4,6.35,1,0,0.0,0.2,2.533918595371109,19.323244666842246,2
1415,2024-03-02,2,2,1,0,12,6.42,0,1,74.68,0.0,7.561851556264964,57.96973400052674,1
1416,2024-10-26,4,1,1,1,7,2.22,0,0,0.0,0.0,0.8858739026336793,33.81567816697393,0
1417,2024-02-23,3,2,2,1,2,4.49,0,1,95.72,0.0,6.79169992019154,9.661622333421123,1
1418,2023-02-05,0,2,2,1,5,8.97,0,0,0.0,0.0,3.579409417398245,24.154055833552807,2
1419,2024-05-12,1,1,0,2,6,5.55,0,1,11.29,0.0,7.214684756584198,28.98486700026337,1
1420,2024-04-15,4,2,2,4,4,4.37,0,0,0.0,0.0,1.7438148443735038,19.323244666842246,0
1421,2024-09-09,0,0,4,2,9,10.24,0,0,0.0,0.0,4.086193136472466,43.47730050039505,2
1422,2024-03-31,4,0,1,0,6,8.92,0,1,60.03,0.0,8.559457302474062,28.98486700026337,1
1423,2024-04-25,0,1,1,3,7,3.61,0,0,0.0,0.0,1.4405426975259377,33.81567816697393,0
1424,2024-04-29,1,1,3,1,6,7.38,0,0,0.0,0.0,2.9449321628092577,28.98486700026337,2
1425,2023-06-22,2,2,5,1,4,7.18,0,0,0.0,0.0,2.8651237031125296,19.323244666842246,2
1426,2023-05-23,5,0,0,1,7,8.27,1,1,51.85,0.125,8.300079808459696,33.81567816697393,1
1427,2023-02-19,0,0,2,5,6,3.82,0,0,0.0,0.0,1.524341580207502,28.98486700026337,0
1428,2023-05-12,1,1,2,2,8,5.85,0,0,0.0,0.0,2.3343974461292896,38.64648933368449,2
1429,2024-07-13,3,2,4,0,5,6.16,0,1,334.7,0.0,7.458100558659218,24.154055833552807,1
1430,2024-02-27,1,2,2,4,4,5.46,0,0,0.0,0.0,2.1787709497206706,19.323244666842246,0
1431,2024-12-05,5,2,0,1,11,6.74,0,1,248.53,0.0,7.689545091779729,53.138922833816174,1
1432,2024-04-20,4,1,1,1,8,8.6,0,0,0.0,0.0,3.4317637669592975,38.64648933368449,2
1433,2023-02-21,1,1,3,3,5,3.83,0,1,69.39,0.0,6.528332003192339,24.154055833552807,1
1434,2023-02-15,5,2,5,3,8,6.25,0,0,0.0,0.0,2.494014365522746,38.64648933368449,2
1435,2023-09-25,3,1,0,5,3,4.72,1,0,0.0,0.25,1.8834796488427774,14.492433500131686,0
1436,2024-11-30,3,2,1,1,6,1.55,0,1,55.98,0.0,5.618515562649641,28.98486700026337,0
1437,2024-03-23,1,1,5,1,7,8.9,0,1,118.31,0.0,8.551476456504389,33.81567816697393,1
1438,2024-12-03,3,0,2,3,4,8.35,0,0,0.0,0.0,3.332003192338388,19.323244666842246,2
1439,2023-03-06,0,2,1,4,7,3.27,1,1,65.5,0.125,6.3048683160415,33.81567816697393,1
1440,2023-07-14,4,1,0,1,7,6.55,0,0,0.0,0.0,2.6137270550678373,33.81567816697393,2
1441,2023-11-30,5,1,5,5,9,3.59,0,0,0.0,0.0,1.4325618515562648,43.47730050039505,0
1442,2023-02-13,3,1,5,0,6,4.44,0,1,105.76,0.0,6.771747805267358,28.98486700026337,1
1443,2023-05-21,2,0,4,1,4,5.26,1,1,259.68,0.2,7.0989624900239425,19.323244666842246,1
1444,2024-09-05,4,2,4,3,9,7.25,0,0,0.0,0.0,2.8930566640063846,43.47730050039505,2
1445,2024-12-15,1,2,5,4,6,7.65,0,0,0.0,0.0,3.052673583399841,28.98486700026337,2
1446,2024-05-22,2,1,2,4,7,4.02,1,1,32.14,0.125,6.60415003990423,33.81567816697393,1
1447,2023-07-30,5,1,0,1,3,7.2,0,0,0.0,0.0,2.8731045490822025,14.492433500131686,2
1448,2024-04-01,0,0,5,4,6,6.96,0,0,0.0,0.0,2.7773343974461295,28.98486700026337,2
1449,2024-11-18,5,2,0,4,8,6.77,0,1,249.65,0.0,7.701516360734238,38.64648933368449,1
1450,2023-04-20,2,0,1,4,4,7.48,1,0,0.0,0.2,2.984836392657622,19.323244666842246,2
1451,2024-07-06,4,0,4,2,8,7.34,0,0,0.0,0.0,2.928970470869912,38.64648933368449,2
1452,2023-10-04,5,2,4,2,4,5.34,0,0,0.0,0.0,2.130885873902634,19.323244666842246,0
1453,2024-01-06,4,1,4,3,4,3.19,1,0,0.0,0.2,1.2729449321628092,19.323244666842246,0
1454,2024-12-28,4,2,0,2,4,4.76,0,1,178.53,0.0,6.899441340782123,19.323244666842246,1
